Gender,Education Level,Loan Purpose,Employment Status,Payment History,Country,Risk Rating,Age,Income,Credit Score,Loan Amount,Debt-to-Income Ratio,Assets Value
Non-binary,Master's,Personal,Unemployed,Fair,Trinidad and Tobago,Low,37,83474,779,37611,0.250502633,177110
Female,Bachelor's,Personal,Self-employed,Poor,Burkina Faso,Medium,27,74334,790,33259,0.338977162,160387
Male,PhD,Home,Self-employed,Excellent,Cocos (Keeling) Islands,Low,58,30596,737.4,48782,0.304205209,219451
Non-binary,Master's,Home,Unemployed,Fair,Botswana,Low,40,91942,743.6,17130,0.278952239,231056
Female,High School,Business,Unemployed,Good,El Salvador,Medium,31,94768.2,684.4,48743,0.240110329,183676
Female,High School,Business,Employed,Poor,Benin,Medium,48,72563,756,15115,0.45234732,135455
Male,Bachelor's,Home,Unemployed,Fair,Guernsey,Low,22,117552,669,34394,0.392459515,227939
Male,PhD,Home,Unemployed,Poor,Belarus,Low,52,42787,613,22711.6,0.418718368,275632
Non-binary,Bachelor's,Personal,Unemployed,Fair,French Guiana,Low,34,78609,781,44820,0.26252993,177433
Non-binary,Bachelor's,Business,Unemployed,Poor,Netherlands Antilles,Low,40,23194,644,18194,0.318496764,230545
Female,Master's,Personal,Employed,Fair,Cambodia,Medium,19,110139,747,13655,0.132462359,154531
Male,PhD,Business,Unemployed,Excellent,Iraq,Low,60,67504.8,785,31939,0.287946048,211586.6
Non-binary,High School,Business,Self-employed,Fair,Saint Vincent and the Grenadines,Medium,40,79439,748,41826,0.405970824,49315
Non-binary,High School,Business,Employed,Fair,Netherlands Antilles,Medium,23,58624,706,26809.8,0.497709416,208198
Female,Master's,Auto,Employed,Fair,Australia,Low,68,49672,635,27754.8,0.338355707,226023
Male,Master's,Business,Unemployed,Good,Guadeloupe,Low,53,109082,665,19240.8,0.160460187,45806
Male,Bachelor's,Home,Unemployed,Fair,Singapore,Low,43,111118,654,46199,0.481644749,274277
Non-binary,High School,Personal,Self-employed,Poor,French Guiana,Medium,19,86231,677,39315,0.524104208,21265
Male,PhD,Home,Unemployed,Fair,Saudi Arabia,Low,64,27014,780,36704,0.218801819,181585
Non-binary,High School,Personal,Self-employed,Poor,Germany,Low,53,117379,732.6,8562,0.148913475,253074
Male,Bachelor's,Personal,Employed,Fair,Ukraine,Low,59,100221,660,24223.6,0.51030847,135825.8
Male,High School,Business,Self-employed,Excellent,Malta,Medium,24,32291,776,28968,0.398336078,235595
Non-binary,High School,Business,Self-employed,Poor,Tajikistan,Low,31,46269,616,35767,0.104931918,272146
Non-binary,PhD,Auto,Unemployed,Fair,Venezuela,Medium,23,76478,781,32807.6,0.396464627,164971
Non-binary,Bachelor's,Business,Employed,Good,Haiti,Medium,52,60205,783,32414,0.133613976,188092.6
Non-binary,Master's,Home,Employed,Good,Pakistan,Low,21,98157,793,34673,0.258087852,233448
Male,PhD,Home,Unemployed,Good,Chad,Low,54,41725,777,31532,0.329581987,257918
Male,Master's,Auto,Unemployed,Fair,Italy,Low,41,117813,615,32854,0.266667636,268628
Female,High School,Personal,Self-employed,Poor,Lebanon,Low,46,37441,642,48806,0.245534298,140676
Female,PhD,Home,Unemployed,Fair,French Guiana,Low,52,47115,689,5521,0.291214987,165326
Female,Bachelor's,Personal,Unemployed,Fair,Saint Barthelemy,Low,52,63815,663,12089,0.411987962,157076
Non-binary,PhD,Personal,Employed,Fair,Japan,Medium,52,28117,777,43848,0.206550207,180411
Non-binary,High School,Auto,Unemployed,Excellent,Bolivia,Medium,32,96844,639,35997,0.149014858,212676
Female,Bachelor's,Business,Employed,Fair,Montenegro,Medium,35,61482,716,17230,0.479937667,281249
Female,Bachelor's,Home,Self-employed,Poor,Montserrat,Low,19,47390.8,710,33173,0.290587586,216778
Male,PhD,Business,Self-employed,Excellent,Palau,Low,26,65914.4,761,20553,0.495705236,63471
Female,High School,Business,Self-employed,Fair,Malaysia,Medium,32,52836,628,18532,0.447150834,32296
Female,PhD,Business,Unemployed,Excellent,Cayman Islands,Low,61,85984,742,9671,0.274405449,238152
Non-binary,PhD,Business,Employed,Good,Cote d'Ivoire,Low,44,32985,794,32122,0.247962581,131045
Male,High School,Home,Employed,Good,Vanuatu,Low,64,24321,789,43084,0.460094868,214252
Female,High School,Auto,Employed,Good,Zambia,Medium,18,116604,735.4,30837,0.567599009,85418
Female,Bachelor's,Business,Self-employed,Poor,Timor-Leste,Low,68,87951,681,31954.8,0.281643363,127013
Female,Bachelor's,Personal,Employed,Poor,Cyprus,Low,21,37412,721,31293,0.506643451,46275
Female,High School,Business,Unemployed,Excellent,Burkina Faso,Low,54,62837,728,34794,0.119691062,263985
Male,High School,Auto,Employed,Excellent,United States Minor Outlying Islands,Low,20,56992,694,26150,0.452457034,211905
Male,Master's,Home,Unemployed,Excellent,Namibia,Low,64,76087.2,762,39029.8,0.130620223,281731
Male,PhD,Auto,Self-employed,Poor,Gambia,Medium,40,90270,636,41919,0.31211085,107970.8
Female,High School,Business,Employed,Excellent,Kyrgyz Republic,Low,21,72927,643.2,35093,0.467205515,291342
Non-binary,PhD,Home,Employed,Good,Micronesia,Low,25,71473,765,14855,0.290911627,291268
Non-binary,Bachelor's,Home,Self-employed,Good,Moldova,Medium,36,68084.2,660.2,7397,0.469009412,57731
Non-binary,PhD,Auto,Self-employed,Poor,Korea,Low,18,108644,766,45358,0.488016351,141194.8
Non-binary,Bachelor's,Personal,Self-employed,Poor,Sri Lanka,Low,54,57078,600,21708.2,0.433311723,76965
Female,Bachelor's,Business,Employed,Good,Guam,Medium,54,23837,692,5389,0.542403857,175164
Female,High School,Home,Employed,Good,Netherlands Antilles,Medium,22,25136,771,36907.2,0.206722124,42949
Non-binary,High School,Personal,Self-employed,Excellent,Tajikistan,Medium,60,75149,733,38108,0.378517619,144040.8
Non-binary,Bachelor's,Personal,Self-employed,Excellent,Guinea-Bissau,Medium,43,62044,742.2,40415,0.368345082,245308
Female,High School,Auto,Employed,Fair,Czech Republic,Low,45,50875,636,22657.8,0.539824659,114013
Female,High School,Personal,Employed,Fair,Cote d'Ivoire,Low,37,63472.8,630,48519,0.582281422,149597
Female,PhD,Personal,Self-employed,Good,Dominican Republic,Low,20,71003,737,33446,0.436631428,181879
Non-binary,High School,Home,Self-employed,Poor,Georgia,Low,26,111288,798,19256,0.397157302,194627
Male,Master's,Business,Unemployed,Fair,Zambia,Low,22,39396,666,30790,0.365633578,218704
Female,PhD,Personal,Employed,Fair,Congo,Low,43,27699,656,29192,0.446710836,123524
Male,PhD,Home,Employed,Excellent,Paraguay,Low,63,77429,759,44021,0.599780541,184873
Male,PhD,Business,Self-employed,Excellent,Iceland,High,32,109680,797,26474,0.316092942,160397.8
Female,Master's,Auto,Employed,Excellent,Gibraltar,Low,38,117288,794,23709.4,0.314001719,288035
Female,High School,Personal,Unemployed,Fair,Australia,Low,39,111564,687,41620,0.579206891,127321
Non-binary,PhD,Auto,Employed,Excellent,Eritrea,Medium,25,58821.8,623,7658,0.44148173,103433
Female,Master's,Business,Self-employed,Poor,United Arab Emirates,Medium,46,39779,697,25633,0.133090077,178046
Male,High School,Personal,Employed,Good,Martinique,Low,49,116204,601,36592,0.361680715,204610
Male,PhD,Business,Self-employed,Good,Antigua and Barbuda,Medium,43,65184.8,707,33299,0.274881357,51646
Non-binary,Bachelor's,Home,Unemployed,Fair,Pitcairn Islands,Medium,55,45094,729.4,13706,0.559709003,80063
Male,Master's,Auto,Unemployed,Fair,Ukraine,Low,61,66454,789,49507,0.30763609,138818
Female,Bachelor's,Auto,Unemployed,Excellent,United Kingdom,Medium,52,39734,641,42843,0.395627956,221155
Non-binary,Bachelor's,Home,Unemployed,Excellent,Nigeria,Medium,55,40150,629,26281,0.393472778,186049.6
Female,High School,Auto,Unemployed,Good,Comoros,Low,43,111614,778,20737.2,0.411062284,298891
Non-binary,Bachelor's,Personal,Employed,Poor,Taiwan,Low,33,95019,736,27400,0.289618278,99116.4
Male,Master's,Home,Self-employed,Poor,Gibraltar,Low,42,40860,642,7714,0.254516071,85955
Female,PhD,Personal,Employed,Good,Eritrea,Low,57,77966,695,36901,0.410866531,174655.2
Female,PhD,Auto,Employed,Excellent,Honduras,Low,33,55584,691,36824,0.371420382,238132
Non-binary,Master's,Personal,Employed,Poor,Macao,Medium,53,72569.2,718,19986,0.31621691,65175
Male,Bachelor's,Auto,Employed,Poor,Malaysia,Low,29,25900,648,35167,0.43183503,144545.6
Non-binary,Bachelor's,Personal,Employed,Poor,Cote d'Ivoire,Low,69,46467,659,30651.2,0.166865122,168033
Non-binary,Master's,Home,Employed,Fair,Peru,Low,38,57822,714,6533,0.294871882,121972
Male,Bachelor's,Business,Employed,Fair,Venezuela,Low,18,63578,681,26888,0.101710802,49558
Female,High School,Home,Unemployed,Poor,Bouvet Island (Bouvetoya),Low,30,118329,661,11351,0.321535116,78592.2
Female,Master's,Auto,Self-employed,Poor,Bahrain,Medium,20,77487,716,43574,0.240641568,156348
Female,PhD,Personal,Self-employed,Good,Latvia,Medium,62,75900,651,49978,0.264301345,24777
Male,Master's,Home,Self-employed,Excellent,Palau,Low,18,27312,777,26528,0.216173485,264157
Non-binary,High School,Business,Unemployed,Excellent,Marshall Islands,Low,35,78765,657,17624,0.511078543,266558
Male,Bachelor's,Business,Self-employed,Good,Saint Barthelemy,Low,39,28078,646,34286,0.213329664,234021
Non-binary,High School,Personal,Self-employed,Good,Myanmar,Low,34,76210,710,14139,0.559238616,121547
Male,High School,Business,Unemployed,Fair,Northern Mariana Islands,Medium,66,55944.6,616,49216,0.153614822,74277
Non-binary,Bachelor's,Home,Employed,Fair,Bahamas,Low,42,80771.6,705,24557.2,0.364041195,157719.4
Male,PhD,Personal,Unemployed,Poor,Yemen,Medium,40,26503,645,23379,0.56013067,211168
Female,Master's,Business,Self-employed,Excellent,Angola,Medium,33,60875,791,9538,0.409812893,123470.6
Male,PhD,Home,Employed,Fair,Slovakia (Slovak Republic),Low,68,79900.6,681.2,24012,0.320351465,184268
Non-binary,Bachelor's,Business,Self-employed,Fair,Isle of Man,Low,38,26858,783,11363,0.339070055,163920
Female,Bachelor's,Personal,Self-employed,Fair,Timor-Leste,Low,22,58345,732,35331,0.44903451,120601
Non-binary,Bachelor's,Home,Employed,Good,French Guiana,Medium,64,56232,616,13412,0.503807938,120505
Female,High School,Auto,Employed,Good,Belize,Medium,29,33427,614,43889,0.591268693,99021.4
Male,PhD,Personal,Self-employed,Excellent,Bouvet Island (Bouvetoya),Low,21,47106,679,26061,0.232260637,42062
Female,PhD,Home,Employed,Excellent,Nicaragua,High,65,57379.4,764,11550,0.492592764,237369
Male,High School,Business,Unemployed,Good,Fiji,Low,28,47881,680,29640,0.184763184,242194
Male,Bachelor's,Personal,Employed,Excellent,Guam,Low,56,27377,764,25336,0.541219387,194672
Female,High School,Auto,Employed,Fair,Sweden,Low,58,85252,642,42477,0.463708396,53692
Male,Master's,Business,Self-employed,Fair,Korea,Low,45,111228,709,14500,0.399768706,127222
Female,Master's,Personal,Unemployed,Excellent,Turkmenistan,Low,47,64013.4,694,16263,0.521967081,291513
Male,Bachelor's,Business,Self-employed,Excellent,Malawi,Low,47,107091,795,47001,0.308272862,279238
Female,Bachelor's,Business,Self-employed,Excellent,Brunei Darussalam,Low,58,47410,673,48704,0.306834265,195837
Male,Bachelor's,Auto,Self-employed,Fair,Mauritius,Low,44,53569,780,27080,0.255719034,34245
Female,Bachelor's,Home,Employed,Poor,Saint Lucia,Medium,53,60330.4,759.8,7509,0.379303319,265513
Female,Master's,Business,Employed,Good,China,Low,25,116032,738,10175,0.193598972,137394
Non-binary,Master's,Auto,Self-employed,Poor,Cyprus,Medium,39,34570,763,31881.8,0.145320788,133668
Female,High School,Business,Employed,Good,Panama,Medium,54,107581,666,44189,0.100975857,243126
Female,Master's,Business,Employed,Excellent,Bulgaria,Low,39,89285,678,25265,0.194536861,205832
Non-binary,Master's,Personal,Employed,Good,Lebanon,Low,28,118917,605,38116.2,0.132415613,84408
Female,Master's,Auto,Unemployed,Excellent,Russian Federation,Low,21,45345,612,37568,0.543325873,91910
Non-binary,Master's,Business,Self-employed,Good,Hong Kong,High,53,98755,714,25805,0.507224218,46742
Female,Master's,Business,Self-employed,Poor,Yemen,Low,56,115777,672,14572,0.447207022,197080
Non-binary,PhD,Personal,Unemployed,Excellent,Comoros,Medium,49,81262,626,23172,0.334860124,225260
Female,PhD,Business,Self-employed,Excellent,Finland,Low,31,74781,719.8,28987.8,0.373399761,80406
Non-binary,High School,Home,Employed,Good,Ukraine,Medium,20,44037.6,601,33907,0.168884668,270919
Female,Bachelor's,Auto,Employed,Good,Cameroon,High,42,63374,616,23323,0.476491116,145983.4
Non-binary,High School,Personal,Unemployed,Excellent,Eritrea,Low,22,105411,785,19908,0.500362048,157198.6
Female,Bachelor's,Home,Unemployed,Fair,Luxembourg,Low,30,48501.6,746,31409,0.377089366,206931
Male,High School,Personal,Self-employed,Excellent,Mongolia,Low,32,65874,661,16475,0.475410568,291519
Non-binary,Bachelor's,Home,Unemployed,Poor,Solomon Islands,Low,57,102799.6,659,20485,0.233870348,118268
Female,High School,Home,Self-employed,Poor,Kazakhstan,Low,21,80750,753,40310,0.326085409,201804
Non-binary,Bachelor's,Auto,Employed,Poor,Antigua and Barbuda,Low,35,68402,701,34844,0.345635701,67879
Male,Bachelor's,Personal,Self-employed,Excellent,Jersey,Low,49,22016,724,31617,0.346221091,295496
Male,Bachelor's,Business,Self-employed,Poor,Northern Mariana Islands,Low,43,107748,681,47928,0.381807157,143735
Non-binary,High School,Business,Employed,Excellent,Angola,Low,18,65344,724,38802.4,0.180532257,77683
Male,Bachelor's,Personal,Unemployed,Excellent,Bahrain,Low,38,34012,643,39075,0.582709773,151950.8
Male,Master's,Auto,Unemployed,Fair,Cocos (Keeling) Islands,Low,40,63774,790,34778,0.474315905,223709
Male,Bachelor's,Business,Employed,Good,Argentina,Medium,35,68510,703,40523,0.11912785,142203.4
Non-binary,Bachelor's,Auto,Self-employed,Poor,Iraq,Low,23,111803,660,19324,0.439800282,190758
Male,Master's,Personal,Employed,Good,Portugal,Low,49,70611.6,662.4,6113,0.56373423,54927
Male,Bachelor's,Business,Self-employed,Excellent,Kuwait,Low,63,118530,677,45428,0.36925584,155720
Male,High School,Auto,Employed,Good,Tajikistan,High,18,118550,753,17210,0.17219268,258358
Female,High School,Auto,Unemployed,Good,Venezuela,Low,28,21528,602,19837,0.32226282,93626
Non-binary,High School,Personal,Employed,Fair,Palestinian Territory,Low,39,24597,706,40751,0.560671636,276950
Male,Bachelor's,Business,Self-employed,Excellent,Hong Kong,Low,43,115758,716,27860.6,0.525564212,152986
Non-binary,Bachelor's,Personal,Unemployed,Good,Brunei Darussalam,Low,36,72243,615,16958.4,0.167102345,32150
Female,PhD,Auto,Self-employed,Fair,Gambia,Low,62,108921,667,10516,0.351127049,255160
Male,Master's,Personal,Employed,Good,Trinidad and Tobago,Low,46,75181.4,617,34014,0.354518656,160202.8
Female,Master's,Auto,Self-employed,Excellent,Liberia,Low,38,70281,641,22585,0.212137844,79609
Non-binary,Bachelor's,Business,Employed,Excellent,Tanzania,Medium,43,48554,714,38533,0.142873447,147409
Male,Master's,Home,Unemployed,Good,Czech Republic,Low,39,36417,617,29487,0.569463351,114860
Non-binary,High School,Auto,Employed,Fair,Albania,Low,26,113676,647,36898,0.284045704,276782
Female,Master's,Auto,Employed,Fair,Palau,Low,57,47397,679,27367,0.410885957,204094.8
Female,High School,Auto,Self-employed,Excellent,Saint Pierre and Miquelon,Low,59,29859,749,29760,0.422574778,171760
Non-binary,High School,Home,Employed,Good,New Caledonia,Low,38,41683,705,36469,0.29165033,146694.4
Non-binary,PhD,Auto,Employed,Poor,Antarctica (the territory South of 60 deg S),High,23,56312,660,29946.4,0.107074522,270349
Non-binary,PhD,Auto,Employed,Excellent,France,Low,39,70664.8,750,46200,0.42434873,83596.6
Female,High School,Auto,Employed,Excellent,Barbados,Medium,24,72164,738,41659,0.188690676,187510
Female,Bachelor's,Auto,Unemployed,Good,Bulgaria,Low,56,91435,621,18449,0.114376012,223183
Female,High School,Home,Self-employed,Fair,Armenia,Low,57,23664,652,23215.8,0.544700396,254778
Male,High School,Personal,Employed,Fair,Bhutan,Low,68,35935,743,27776,0.596879509,59195
Male,High School,Auto,Employed,Poor,China,Medium,19,72445,658,20020,0.331755166,264709
Male,PhD,Business,Self-employed,Excellent,Afghanistan,Medium,29,115515,696,35064.4,0.559771355,71063
Female,Bachelor's,Home,Employed,Excellent,Brazil,Low,34,96770.6,751,5859,0.119487243,159825
Non-binary,Bachelor's,Auto,Employed,Poor,Saint Helena,Low,65,30119,673,16054,0.391136197,149505.2
Non-binary,High School,Business,Unemployed,Good,Martinique,Medium,28,114859,611,39283,0.348810976,141155
Female,PhD,Business,Employed,Poor,Turkmenistan,Low,56,105553,631,42123,0.443177941,280850
Male,PhD,Personal,Self-employed,Excellent,Christmas Island,Medium,64,43492,703.2,12505,0.469365688,60718
Male,High School,Home,Unemployed,Poor,Niue,Low,62,86535,715,34175.8,0.128637133,55242
Male,PhD,Personal,Self-employed,Fair,Norfolk Island,Low,62,91880,761,35372,0.417561421,76724
Female,Bachelor's,Home,Employed,Good,San Marino,Low,35,29262,780,48910,0.463414781,292561
Female,Master's,Home,Employed,Fair,Micronesia,Low,39,28496,776,36065,0.112312955,114730
Male,Bachelor's,Personal,Unemployed,Poor,Norfolk Island,Low,55,68992.6,772,39055,0.152594298,209742
Male,PhD,Home,Unemployed,Excellent,Niger,High,54,69060,759,26208,0.233388536,35169
Male,Bachelor's,Home,Employed,Fair,Cayman Islands,Low,38,106755,769,20398,0.351889816,208920
Non-binary,PhD,Business,Self-employed,Excellent,Tokelau,Medium,54,97193,643,7792,0.382351501,223439
Male,Master's,Home,Self-employed,Good,Ukraine,Low,51,63039.8,713,35871,0.178471424,88288
Male,Bachelor's,Home,Unemployed,Fair,Gibraltar,Medium,58,107097,721.4,39649,0.575776118,252106
Female,Bachelor's,Business,Self-employed,Fair,Italy,Medium,36,109100,631,10105,0.501829921,147397
Non-binary,High School,Personal,Self-employed,Fair,Uruguay,Low,36,70840,722,41018,0.570986032,71521
Female,Bachelor's,Personal,Unemployed,Excellent,Bahamas,Medium,27,70697,721,22622,0.252202757,132445
Male,High School,Auto,Employed,Good,Central African Republic,High,56,79341.6,779,6819,0.54940011,140140
Male,High School,Home,Employed,Good,Micronesia,Low,23,70604,615,23134,0.381272482,40636
Male,Bachelor's,Auto,Unemployed,Excellent,Czech Republic,High,51,71423.8,732,27620.4,0.178756893,161422
Non-binary,High School,Personal,Unemployed,Excellent,Uruguay,Low,58,73079,625,45869,0.519432039,111498
Non-binary,High School,Personal,Employed,Fair,Yemen,Medium,32,113621,684,29988,0.20787645,110022
Male,Bachelor's,Business,Self-employed,Good,Algeria,Low,21,40547,730,48524,0.444251125,195974
Non-binary,High School,Personal,Employed,Excellent,Malaysia,Low,42,79249.2,694,48551,0.563146431,260763
Male,PhD,Auto,Unemployed,Poor,Trinidad and Tobago,Low,19,90683,673,28885,0.467425659,45037
Non-binary,High School,Business,Employed,Excellent,Central African Republic,Low,30,24629,647,11045,0.109681648,264339
Male,Bachelor's,Auto,Unemployed,Fair,Congo,High,18,25605,751,14785,0.33994669,285745
Male,PhD,Home,Employed,Good,Croatia,Low,40,24789,693,33765,0.115423248,223747
Non-binary,PhD,Business,Self-employed,Good,Iraq,Low,53,43116,707,29988,0.334572251,266375
Non-binary,High School,Personal,Unemployed,Fair,Jersey,Low,45,112529,737,26488,0.371806888,105909
Male,High School,Personal,Self-employed,Poor,French Polynesia,Medium,62,90852.6,623,35989,0.170021908,128596
Female,Master's,Business,Employed,Good,Syrian Arab Republic,Low,33,93404,769,45080,0.253383558,160719
Female,High School,Business,Unemployed,Poor,Nicaragua,Medium,49,47301.8,689,36171,0.112141581,238206
Female,High School,Business,Self-employed,Excellent,Moldova,Low,60,118818,657,26277,0.240221979,20179
